TrialNumber,image,ran,order,view_time,slider_time,end_time,rt,choice,mouse_start,image_path,block,wait_time,subject,age,handedness
27,stimuli\Tuna_ToGo.png,1,26,581.7885,582.83057,588.82996,6.010046,18,13,stimuli\Tuna_ToGo.png,2,-5.9023314,--,--,--
28,stimuli\GelDeLin.png,1,27,588.8547,589.8969,596.7298,6.8610206,79,90,stimuli\GelDeLin.png,2,-6.7741394,--,--,--
29,stimuli\Barackemaybe.png,1,28,596.7516,597.77985,605.79584,8.022661,36,19,stimuli\Barackemaybe.png,2,-7.831352,--,--,--
30,stimuli\Quakermaybe.png,1,29,605.8186,606.84576,610.3458,3.5221596,72,60,stimuli\Quakermaybe.png,2,-3.2570064,--,--,--
31,stimuli\Zippersmallbag.png,1,30,610.39777,611.42883,619.6952,8.275182,70,19,stimuli\Zippersmallbag.png,2,-7.938084,--,--,--
32,stimuli\KifKef.PNG,1,31,619.7568,620.7954,626.1785,5.413488,32,63,stimuli\KifKef.PNG,2,-5.335359,103,23,Right
,,,,,,,,40,,,,,,,
,,,,,,,,72,,,,,,,
,,,,,,,,37,,,,,,,
,,,,,,,,18,,,,,,,
,,,,,,,,82,,,,,,,
,,,,,,,,25,,,,,,,
,,,,,,,,74,,,,,,,
,,,,,,,,32,,,,,,,
,,,,,,,,10,,,,,,,
,,,,,,,,18,,,,,,,
,,,,,,,,72,,,,,,,
,,,,,,,,28,,,,,,,
,,,,,,,,26,,,,,,,
,,,,,,,,29,,,,,,,
,,,,,,,,60,,,,,,,
,,,,,,,,50,,,,,,,
,,,,,,,,54,,,,,,,
,,,,,,,,56,,,,,,,
,,,,,,,,52,,,,,,,
,,,,,,,,60,,,,,,,
,,,,,,,,80,,,,,,,
,,,,,,,,47,,,,,,,
,,,,,,,,63,,,,,,,
,,,,,,,,65,,,,,,,
,,,,,,,,80,,,,,,,
,,,,,,,,38,,,,,,,
,,,,,,,,40,,,,,,,
,,,,,,,,30,,,,,,,
,,,,,,,,80,,,,,,,
,,,,,,,,52,,,,,,,
,,,,,,,,40,,,,,,,
,,,,,,,,55,,,,,,,
